placeDcid,placeName,Date:Count_FloodEvent,Value:Count_FloodEvent,Source:Count_FloodEvent
wikidataId/Q1626524,Christ Church,2015-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2016-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2016-08,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2016-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2017-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2017-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2017-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2017-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2017-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-01,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-05,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-06,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-08,2,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-09,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2018-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-01,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-04,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-05,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-06,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-08,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2019-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-01,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-04,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-05,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-06,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-08,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-09,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2020-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-01,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-04,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-05,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-06,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-08,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-09,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2021-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-01,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-06,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-08,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2022-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-01,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-04,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-05,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-06,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-08,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-09,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2023-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-01,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-05,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-06,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-07,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-08,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626524,Christ Church,2024-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626540,Saint John,2018-09,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1626540,Saint John,2023-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2016-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2018-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2018-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2019-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2020-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2020-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2021-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2021-09,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2022-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2022-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2023-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2023-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2024-03,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2024-11,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q1647447,Saint Lucy,2024-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q932723,Saint Peter,2018-02,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q932723,Saint Peter,2020-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q932723,Saint Peter,2022-12,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
wikidataId/Q932723,Saint Peter,2024-10,1,https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1
